station_code,cust_id,first_dw_billdate,last_dw_billdate,zw_day,day_num,total_num,total_fee,bill_num,kz_total_num,kz_total_fee,kz_bill_num,th_total_num,th_total_fee,th_bill_num,cancel_total_num,cancel_total_fee,cancel_bill_num,avg_day,median_day,stddev_day
1003,125075,2018/8/19 0:00,2018/8/19 0:00,0,1,-1,280,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125078,2018/4/5 0:00,2019/8/6 0:00,488,27,-82,24925,27,0,0,0,0,0,0,0,0,0,18.76923077,13,17.29897216
1003,125079,2019/1/5 0:00,2019/1/5 0:00,0,1,-10,350,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125080,2018/5/21 0:00,2018/5/21 0:00,0,1,-3,1710,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125087,2018/3/1 0:00,2019/8/18 0:00,535,38,-361,5092,47,-235,4355,37,8,-566,3,0,0,0,14.45945946,10,13.95280577
1003,125090,2018/2/1 0:00,2019/8/30 0:00,575,95,-3069,43227.13,140,-335,35062,117,7,-1307,5,0,0,0,6.117021277,4,6.331038675
1003,125092,2018/3/24 0:00,2019/7/31 0:00,494,23,-1921,9923,29,-285,7597,26,5,-435,2,0,0,0,22.45454545,11,26.29505186
1003,125093,2018/3/1 0:00,2019/8/17 0:00,534,70,-1165,16763.5,88,-389,14220,80,21,-1318,3,0,0,0,7.739130435,5,7.617014086
1003,125097,2019/3/8 0:00,2019/3/13 0:00,5,2,0,0,2,0,0,0,3,-225,1,0,0,0,5,5,0
1003,125098,2019/2/28 0:00,2019/6/4 0:00,96,2,-51,7530.15,2,0,0,0,0,0,0,0,0,0,96,96,0
1003,125100,2018/4/25 0:00,2019/7/21 0:00,452,8,-12,1777,8,-1,350,1,1,-360,1,0,0,0,64.57142857,47,52.31459
1003,125102,2018/2/1 0:00,2018/2/1 0:00,0,1,-63,606,1,-63,606,1,0,0,0,0,0,0,\N,\N,\N
1003,125103,2018/5/4 0:00,2019/8/21 0:00,474,37,-103,34141,41,-4,902,3,1,-280,1,0,0,0,13.16666667,5,20.85465576
1003,125107,2018/4/3 0:00,2019/8/12 0:00,496,9,-17,5310,10,0,0,0,1,-100,1,0,0,0,62,61.5,32.39212867
1003,125109,2018/3/24 0:00,2018/3/24 0:00,0,1,-216,216,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125113,2018/4/2 0:00,2019/9/2 0:00,518,39,-127,24954,46,-14,684,3,3,-1155,3,0,0,0,13.63157895,7.5,14.58445649
1003,125116,2018/8/30 0:00,2019/2/17 0:00,171,2,-3,304,2,-2,24,1,0,0,0,0,0,0,171,171,0
1003,125117,2018/6/11 0:00,2018/10/2 0:00,113,2,-9,1190,2,0,0,0,0,0,0,0,0,0,113,113,0
1003,125118,2018/2/1 0:00,2019/8/15 0:00,560,98,-1130,32811,149,-667,14995.8,102,34,-3219,13,0,0,0,5.773195876,4,6.566872743
1003,125122,2018/3/24 0:00,2018/3/24 0:00,0,1,-2400,2400,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125123,2018/3/30 0:00,2019/8/13 0:00,501,10,-24,8600,11,-4,760,1,0,0,0,0,0,0,55.66666667,30,57.30231719
1003,125125,2018/11/9 0:00,2019/8/17 0:00,281,4,-5,1285,4,-1,330,1,0,0,0,0,0,0,93.66666667,93,75.11916459
1003,125129,2018/9/5 0:00,2019/8/20 0:00,349,4,-9,5280,4,0,0,0,0,0,0,0,0,0,116.3333333,159,82.46750202
1003,125130,2018/11/21 0:00,2018/11/21 0:00,0,1,-2,25,1,-2,25,1,0,0,0,0,0,0,\N,\N,\N
1003,125132,2018/12/17 0:00,2019/5/8 0:00,142,6,-424,3430,6,-424,3430,6,0,0,0,0,0,0,28.4,21,18.18350901
1003,125133,2018/2/1 0:00,2019/8/20 0:00,565,113,-527,17933.42,149,-263,16560.01,138,42,-992,21,0,0,0,5.044642857,3,6.310971729
1003,125134,2018/11/9 0:00,2019/3/9 0:00,120,3,-4,880,4,0,0,0,0,0,0,0,0,0,60,60,38
1003,125139,2018/3/24 0:00,2019/4/18 0:00,390,9,-3733,36190.2,9,0,0,0,0,0,0,0,0,0,48.75,29,38.67735125
1003,125141,2018/8/23 0:00,2019/9/1 0:00,374,22,-143,4776,26,-127,1086,16,0,0,0,0,0,0,17.80952381,9,28.82231121
1003,125146,2018/8/7 0:00,2018/12/22 0:00,137,3,-4,430,3,0,0,0,0,0,0,0,0,0,68.5,68.5,4.5
1003,125147,2018/1/12 0:00,2019/8/31 0:00,596,38,-478,15763.66,56,-466,14943.6,52,6,-625,3,0,0,0,16.10810811,4,26.6009386
1003,125155,2018/7/31 0:00,2018/10/25 0:00,86,4,-4,1370,4,0,0,0,0,0,0,0,0,0,28.66666667,24,19.87181141
1003,125156,2018/3/27 0:00,2019/8/20 0:00,511,66,-500,33017,78,-441,31237,73,4,-173,3,0,0,0,7.861538462,5,9.206815073
1003,125157,2018/6/30 0:00,2018/6/30 0:00,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125158,2018/7/9 0:00,2019/8/30 0:00,417,80,-442,21163.11,107,-370,20158.11,101,23,-1502,11,0,0,0,5.278481013,4,4.789061135
1003,125159,2019/2/24 0:00,2019/2/24 0:00,0,1,-1,600,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125168,2019/3/13 0:00,2019/4/3 0:00,21,2,-10,1115,2,0,0,0,0,0,0,0,0,0,21,21,0
1003,125171,2018/6/8 0:00,2019/4/18 0:00,314,7,-107,29760,7,0,0,0,0,0,0,0,0,0,52.33333333,54.5,32.20593458
1003,125173,2018/3/24 0:00,2019/8/28 0:00,522,42,-719,57971.2,46,-4,240,1,3,-1125,1,0,0,0,12.73170732,11,7.231450248
1003,125174,2018/3/25 0:00,2018/8/16 0:00,144,15,-33,13371,16,0,0,0,5,-1470,3,0,0,0,10.28571429,8,11.00927253
1003,125175,2018/3/1 0:00,2019/7/29 0:00,515,9,-8570,17522.4,12,-106,1590,4,0,0,0,0,0,0,64.375,26.5,80.23237735
1003,125176,2018/3/29 0:00,2019/8/27 0:00,516,19,-188,73726.2,20,0,0,0,0,0,0,0,0,0,28.66666667,24.5,19.8158186
1003,125177,2018/3/24 0:00,2019/7/29 0:00,492,30,-3868,95660.28,33,0,0,0,1,-560,1,0,0,0,16.96551724,11,14.09691274
1003,125178,2018/4/8 0:00,2019/8/28 0:00,507,31,-318,92390.8,36,-59,730,3,21,-7270,2,0,0,0,16.9,15,15.26946845
1003,125179,2018/11/30 0:00,2018/11/30 0:00,0,1,-1,780,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125180,2018/3/24 0:00,2019/3/2 0:00,343,7,-417,2310,7,-2,30,1,0,0,0,0,0,0,57.16666667,49.5,37.30691029
1003,125183,2018/4/25 0:00,2019/8/13 0:00,475,5,-9,2100,5,-4,220,1,0,0,0,0,0,0,118.75,135.5,85.27712179
1003,125185,2018/3/25 0:00,2019/9/2 0:00,526,323,-48716,245982.1,1139,-5129,81551,925,56,-6037,32,0,0,0,1.633540373,1,2.066260886
1003,125192,2018/9/20 0:00,2019/1/26 0:00,128,2,-3,1350,2,0,0,0,0,0,0,0,0,0,128,128,0
1003,125194,2018/11/13 0:00,2018/11/13 0:00,0,1,-8,1600,2,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125196,2018/5/3 0:00,2019/5/22 0:00,384,7,-27,5210.2,7,0,0,0,0,0,0,0,0,0,64,38,49.39298196
1003,125199,2018/12/12 0:00,2018/12/12 0:00,0,1,-12,180,1,-12,180,1,0,0,0,0,0,0,\N,\N,\N
1003,125201,2018/3/1 0:00,2019/8/23 0:00,540,60,-1123,14963.23,74,-61,3173.05,34,2,-760,2,0,0,0,9.152542373,5,12.17362189
1003,125205,2018/9/10 0:00,2018/9/10 0:00,0,1,-1,1000,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125208,2018/3/24 0:00,2019/5/28 0:00,430,10,-757,6018.2,10,0,0,0,0,0,0,0,0,0,47.77777778,31,33.88141994
1003,125211,2018/2/1 0:00,2019/6/29 0:00,513,46,-85,11871,51,-41,1414,20,0,0,0,0,0,0,11.4,8,14.82100611
1003,125212,2018/3/31 0:00,2019/7/15 0:00,471,20,-27,11980,21,0,0,0,1,-750,1,0,0,0,24.78947368,12,23.21428541
1003,125215,2019/6/24 0:00,2019/6/24 0:00,0,1,-1,360,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125219,2018/3/31 0:00,2019/8/14 0:00,501,2,-2,340,2,0,0,0,0,0,0,0,0,0,501,501,0
1003,125221,2018/3/26 0:00,2019/1/21 0:00,301,5,-8,968,5,-6,358,3,0,0,0,0,0,0,75.25,56.5,48.34446711
1003,125224,2018/9/6 0:00,2018/9/6 0:00,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125229,2018/3/24 0:00,2019/8/3 0:00,497,13,-613,5520,14,-1,300,1,2,-550,1,0,0,0,41.41666667,26.5,34.48298695
1003,125234,2018/7/20 0:00,2019/8/17 0:00,393,14,-16,3920,16,-1,280,1,0,0,0,0,0,0,30.23076923,7,50.29934064
1003,125235,2018/1/12 0:00,2019/9/2 0:00,598,518,-13919,1156274.4,3679,-6517,209928.14,1288,96,-13400,63,0,0,0,1.156673114,1,1.762663207
1003,125236,2018/9/23 0:00,2019/6/6 0:00,256,6,-18,878,6,-18,878,6,0,0,0,0,0,0,51.2,30,68.74707266
1003,125242,2018/4/29 0:00,2019/8/28 0:00,486,18,-34,8391.6,18,-7,81.6,2,0,0,0,0,0,0,28.58823529,16,27.9517627
1003,125243,2018/5/11 0:00,2019/8/1 0:00,447,14,-31,8426,14,-8,336,4,0,0,0,0,0,0,34.38461538,14,39.12020619
1003,125244,2018/1/12 0:00,2019/9/1 0:00,597,202,-34434,215063.07,298,-2309,72021,117,252,-16475,13,0,0,0,2.970149254,2,3.506795745
1003,125249,2018/3/24 0:00,2019/8/24 0:00,518,21,-103,1582,30,-63,1542,29,5,-77,3,0,0,0,25.9,18,25.75635844
1003,125251,2018/3/24 0:00,2018/3/24 0:00,0,1,-550,550,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125254,2018/3/24 0:00,2019/7/7 0:00,470,9,-231,3785,11,0,0,0,0,0,0,0,0,0,58.75,24.5,76.43583911
1003,125255,2018/3/24 0:00,2019/5/30 0:00,432,28,-387,9340.1,30,-3,230,3,2,-510,2,0,0,0,16,13,16.10152972
1003,125267,2018/3/24 0:00,2018/3/24 0:00,0,1,-3420,3420,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125273,2018/2/1 0:00,2019/3/19 0:00,411,32,-380,5437,40,-62,3777,35,2,-530,2,0,0,0,13.25806452,8,16.10443285
1003,125274,2018/1/12 0:00,2019/9/2 0:00,598,190,-6378,41349.05,273,-1265,35061.05,268,5,-745,3,0,0,0,3.164021164,2,3.921124005
1003,125275,2018/1/12 0:00,2019/8/27 0:00,592,166,-5051,65960.96,241,-1764,58691.86,210,26,-2197,6,0,0,0,3.587878788,2,4.478890391
1003,125276,2018/3/24 0:00,2019/1/31 0:00,313,2,-160,-164.2,2,60,-384.2,1,60,-384.2,1,0,0,0,313,313,0
1003,125277,2018/3/24 0:00,2019/8/30 0:00,524,16,-4200,7401,17,7,291,6,22,-564,1,0,0,0,34.93333333,31,28.48032459
1003,125278,2018/3/24 0:00,2019/8/29 0:00,523,14,-2514,4675,14,-66,1819,12,0,0,0,0,0,0,40.23076923,42,24.65501617
1003,125279,2018/5/21 0:00,2019/8/24 0:00,460,5,-167,1579,5,-166,1199,4,1,-18,1,0,0,0,115,116,84.46004973
1003,125280,2018/6/2 0:00,2019/1/2 0:00,214,13,-63,1359.6,16,-36,759.6,12,1,-260,1,0,0,0,17.83333333,13.5,17.19899868
1003,125282,2018/1/12 0:00,2019/7/10 0:00,544,53,-4017,13636,59,-57,6662,45,149,-2744,4,0,0,0,10.46153846,3.5,21.68166678
1003,125283,2018/1/12 0:00,2019/9/2 0:00,598,199,-12699,96906.03,302,-1680,71302,263,187,-5848,6,0,0,0,3.02020202,2,3.695423864
1003,125284,2018/2/1 0:00,2018/3/25 0:00,52,3,-4410,5211,3,-14,815,1,1,-1,1,0,0,0,26,26,25
1003,125286,2018/9/3 0:00,2019/8/10 0:00,341,5,-42,3260,5,-41,2990,4,0,0,0,0,0,0,85.25,48.5,75.63192117
1003,125287,2018/2/1 0:00,2018/3/24 0:00,51,2,-1140,2268,2,-21,1149,1,0,0,0,0,0,0,51,51,0
1003,125289,2018/3/1 0:00,2019/8/21 0:00,538,51,-6688,52617.6,61,-149,2642.5,11,3,-610,2,0,0,0,10.76,7,10.23437345
1003,125290,2018/1/12 0:00,2019/8/29 0:00,594,125,-2197,43670.6,160,-828,19514.5,107,51,-3922,15,0,0,0,4.790322581,3,5.436249587
1003,125291,2019/3/19 0:00,2019/6/4 0:00,77,2,-2,390,2,-1,30,1,0,0,0,0,0,0,77,77,0
1003,125292,2018/3/24 0:00,2018/4/18 0:00,25,3,-233,1536,3,-12,336,1,0,0,0,0,0,0,12.5,12.5,9.5
1003,125293,2018/1/12 0:00,2019/8/31 0:00,596,134,-2859,26596.11,196,-961,20203.03,184,35,-1375,11,0,0,0,4.481203008,2,6.205262748
1003,125294,2018/1/12 0:00,2019/8/28 0:00,593,210,-2753,109204.26,370,-1899,83341.1,297,35,-6526,16,0,0,0,2.837320574,1,3.702106538
1003,125295,2018/2/1 0:00,2019/3/11 0:00,403,12,-1595,3665,18,-24,728,11,10,-959,3,0,0,0,36.63636364,28,33.04892441
1003,125296,2018/1/12 0:00,2019/9/1 0:00,597,125,-10276,55441.71,165,-1457,22581.01,117,15,-1734,8,0,0,0,4.814516129,3,4.892995216
1003,125297,2018/3/29 0:00,2019/2/27 0:00,335,2,-13,1980,2,-12,1920,1,0,0,0,0,0,0,335,335,0
1003,125299,2018/1/12 0:00,2019/8/31 0:00,596,112,-9258,47836.02,144,-117,9775.52,49,26,-8300,10,0,0,0,5.369369369,3,6.419182862
1003,125300,2018/3/24 0:00,2019/3/31 0:00,372,76,-923,16209,86,-385,10599,68,0,0,0,0,0,0,4.96,3,5.62954113
1003,125304,2018/2/1 0:00,2019/8/18 0:00,563,29,-2672,21987.5,45,-191,15969.5,34,234,-4164,6,0,0,0,20.10714286,10,24.80688166
1003,125305,2018/7/3 0:00,2018/7/3 0:00,0,1,-1,85,1,-1,85,1,0,0,0,0,0,0,\N,\N,\N
1003,125306,2018/1/12 0:00,2019/9/2 0:00,598,386,-14823,157104.06,1171,-3966,122811.88,1072,91,-8608,28,0,0,0,1.553246753,1,2.158136788
1003,125307,2018/3/24 0:00,2019/8/30 0:00,524,56,-889,11494,70,-299,5604,43,2,-215,2,0,0,0,9.527272727,6,12.18024413
1003,125308,2018/2/1 0:00,2019/8/25 0:00,570,58,-5506,46264.12,68,-58,3256,13,1,-400,1,0,0,0,10,6,11.32920461
1003,125310,2018/2/1 0:00,2019/7/4 0:00,518,31,-593,8026,35,-44,1381,12,37,-1571,4,0,0,0,17.26666667,12,17.63695615
1003,125311,2018/1/12 0:00,2019/9/2 0:00,598,160,-1830,17609.22,202,-615,10556.1,192,7,-875,3,0,0,0,3.761006289,2,5.222663625
1003,125312,2018/2/1 0:00,2019/8/8 0:00,553,11,-25,1859,14,-17,1344,7,0,0,0,0,0,0,55.3,36.5,53.04158746
1003,125313,2018/1/12 0:00,2019/8/30 0:00,595,282,-4022,74044.35,438,-1898,46555.17,349,45,-5151,7,0,0,0,2.117437722,1,2.635052894
1003,125314,2018/4/5 0:00,2019/7/31 0:00,482,25,-187,6832.7,26,-160,1822.7,11,0,0,0,0,0,0,20.08333333,18,17.1097357
1003,125316,2018/1/12 0:00,2018/3/24 0:00,71,2,-1293,1751,2,-2,460,1,0,0,0,0,0,0,71,71,0
1003,125317,2018/1/12 0:00,2019/9/2 0:00,598,299,-13469,168731.72,693,-1518,60560,432,129,-13404.01,39,0,0,0,2.006711409,1,3.552098622
1003,125319,2018/1/12 0:00,2019/9/2 0:00,598,53,-6170,21227,59,-214,6742,38,0,0,0,0,0,0,11.5,6,14.55427508
1003,125320,2018/2/1 0:00,2019/8/29 0:00,574,50,-3342,32438,59,-654,28142,47,2,-700,2,0,0,0,11.71428571,8,11.68463146
1003,125321,2018/3/24 0:00,2019/8/29 0:00,523,99,-3493,22707.51,182,-352,15117.51,163,70,-1954.5,9,0,0,0,5.336734694,1,11.62767975
1003,125323,2018/1/12 0:00,2019/9/1 0:00,597,231,-5259,58172.31,357,-1276,33270.31,324,102,-5850,23,0,0,0,2.595652174,2,3.154979261
1003,125326,2018/2/1 0:00,2019/9/2 0:00,578,350,-6987,173242.39,635,-4231,102259.03,507,492,-33003,19,0,0,0,1.656160458,1,2.956581341
1003,125327,2018/1/12 0:00,2019/8/26 0:00,591,235,-7105,98656.04,406,-1534,68760.04,316,29,-3766,21,0,0,0,2.525641026,2,3.069247906
1003,125328,2018/1/12 0:00,2019/8/6 0:00,571,121,-2370,30531.5,168,-967,27620.5,159,78,-5250,8,0,0,0,4.758333333,2,8.343656106
1003,125329,2018/3/24 0:00,2019/7/27 0:00,490,23,-7142,67325.1,26,0,0,0,3,-1850,1,0,0,0,22.27272727,17.5,20.53861511
1003,125330,2018/1/12 0:00,2019/7/5 0:00,539,59,-4793,12732,71,-455,7919,63,5,-1020,3,0,0,0,9.293103448,5.5,9.54302168
1003,125331,2018/3/24 0:00,2018/3/24 0:00,0,1,-720,720,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125332,2018/6/13 0:00,2019/8/30 0:00,443,135,-3814,138566,203,-3762,134441,187,19,-1614,5,8,-2805,2,3.305970149,2,6.750597112
1003,125333,2018/9/1 0:00,2019/7/21 0:00,323,6,-4,1240,7,0,0,0,2,-740,2,0,0,0,64.6,45,57.37107285
1003,125334,2018/2/1 0:00,2019/7/25 0:00,539,55,-901,14749.1,66,-152,8611,49,16,-1597,6,0,0,0,9.981481481,5,19.02580192
1003,125336,2018/2/1 0:00,2019/9/2 0:00,578,155,-10647,53607.85,214,-1261,17346.61,158,10,-2148,6,0,0,0,3.753246753,2,4.145583925
1003,125337,2018/5/7 0:00,2019/8/19 0:00,469,17,-54,4906,20,-45,1016,12,0,0,0,0,0,0,29.3125,18.5,23.83725747
1003,125338,2019/7/19 0:00,2019/7/19 0:00,0,1,-1,25,1,-1,25,1,0,0,0,0,0,0,\N,\N,\N
1003,125339,2018/1/12 0:00,2019/9/1 0:00,597,169,-4411,92259.94,217,-1340,59966.5,135,36,-7006,14,0,0,0,3.553571429,2,4.09959192
1003,125340,2018/3/24 0:00,2019/7/29 0:00,492,10,-93,2850,11,-14,2325,8,0,0,0,0,0,0,54.66666667,66,38.90158523
1003,125341,2018/2/1 0:00,2019/9/1 0:00,577,269,-4651,61001.93,447,-1317,37831.71,393,22,-2773,10,0,0,0,2.152985075,1,2.568993946
1003,125342,2018/2/1 0:00,2019/8/30 0:00,575,55,-3109,7903.5,63,-94,4193.5,59,48,-882,4,0,0,0,10.64814815,5,20.04084478
1003,125343,2018/2/1 0:00,2019/9/2 0:00,578,103,-373,25956.51,125,-251,11281.51,82,3,-255,3,0,0,0,5.666666667,4,5.833193276
1003,125344,2018/3/24 0:00,2019/8/16 0:00,510,18,-2354,17842,25,-460,2592,7,8,-2590,3,0,0,0,30,25,23.71894254
1003,125345,2018/3/24 0:00,2018/3/24 0:00,0,1,-2306,2306,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125346,2018/2/1 0:00,2018/12/1 0:00,303,16,-13406,62120,19,-53,2014,10,0,0,0,0,0,0,20.2,5,28.45393939
1003,125347,2018/1/12 0:00,2019/9/1 0:00,597,72,-293,13421.56,85,-275,11552.5,80,12,-382,5,0,0,0,8.408450704,5,8.948329712
1003,125348,2018/1/12 0:00,2018/12/18 0:00,340,11,-4028,5487,11,-148,1862,9,5,-260,1,0,0,0,34,24.5,27.77048793
1003,125349,2018/3/24 0:00,2018/3/24 0:00,0,1,-156,156,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125350,2018/3/24 0:00,2018/3/24 0:00,0,1,-550,550,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125351,2018/2/1 0:00,2019/5/2 0:00,455,40,-9246,15395,47,-88,5750,44,31,-860,2,0,0,0,11.66666667,5,16.14411591
1003,125353,2018/1/12 0:00,2019/8/2 0:00,567,39,-2145,6446.5,49,-273,4609.5,45,6,-378,2,0,0,0,14.92105263,10,15.2010761
1003,125354,2018/2/1 0:00,2019/6/21 0:00,505,28,-84,1907.1,30,-79,1362.1,27,0,0,0,0,0,0,18.7037037,11,18.88721852
1003,125355,2018/1/12 0:00,2019/8/31 0:00,596,123,-3631,19880.02,149,-505,13966.01,142,31,-2053,8,0,0,0,4.885245902,3,5.310362158
1003,125356,2018/3/24 0:00,2018/3/24 0:00,0,1,-550,550,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125358,2018/2/1 0:00,2019/8/22 0:00,567,46,-2193,9381.56,51,-161,5821.5,45,24,-935,4,0,0,0,12.6,6,18.85900905
1003,125359,2018/1/12 0:00,2019/8/28 0:00,593,121,-4539,38328,154,-479,28309,129,36,-3988,18,0,0,0,4.941666667,3,5.212638221
1003,125360,2018/2/1 0:00,2019/8/4 0:00,549,23,-330,6277,34,-301,4421,27,24,-824,2,0,0,0,24.95454545,6.5,43.75601493
1003,125361,2018/3/28 0:00,2019/8/27 0:00,517,30,-350,6912,32,-331,2552,13,1,-80,1,0,0,0,17.82758621,13,19.6189018
1003,125362,2018/1/12 0:00,2019/8/19 0:00,584,57,-2343,37809.04,64,-687,35824.04,54,19,-3097,4,0,0,0,10.42857143,5,13.42686159
1003,125363,2018/2/1 0:00,2019/8/28 0:00,573,123,-6110,42705.15,159,-642,27753.15,113,28,-2030,9,0,0,0,4.696721311,3,4.948736127
1003,125364,2018/3/24 0:00,2019/8/18 0:00,512,26,-2035,14967.01,33,-2,430,2,3,-1080,3,0,0,0,20.48,18,20.2407905
1003,125365,2018/1/12 0:00,2019/7/17 0:00,551,85,-3625,17651,115,-267,13250,108,72,-3953,6,0,0,0,6.55952381,3,11.58750475
1003,125366,2018/9/27 0:00,2018/9/27 0:00,0,1,-32,480,1,-32,480,1,0,0,0,0,0,0,\N,\N,\N
1003,125368,2018/2/1 0:00,2019/8/25 0:00,570,15,-35,4266,15,-5,296,3,0,0,0,0,0,0,40.71428571,34,28.39876399
1003,125369,2018/1/12 0:00,2019/9/2 0:00,598,419,-11542,239314.27,1176,-5241,179360.94,984,181,-16137,59,0,0,0,1.43062201,1,2.069653161
1003,125370,2018/1/12 0:00,2019/8/28 0:00,593,298,-7584,88071.6,550,-2821,67046.6,495,70,-5932,28,0,0,0,1.996632997,1,2.652104579
1003,125371,2018/3/24 0:00,2018/3/24 0:00,0,1,-220,220,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125372,2018/2/1 0:00,2019/8/26 0:00,571,71,-6100,32104.22,85,-606,10816.1,36,17,-3025,6,0,0,0,8.157142857,5,8.297393247
1003,125373,2018/3/1 0:00,2019/8/28 0:00,545,76,-4978,38707.86,91,-1428,33290.6,82,114,-930,4,0,0,0,7.266666667,5,6.201791856
1003,125374,2018/2/1 0:00,2019/2/14 0:00,378,14,-378,3290,15,-15,2800,9,6,-330,1,0,0,0,29.07692308,23,24.19936915
1003,125375,2018/3/24 0:00,2018/3/24 0:00,0,1,-550,550,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125376,2019/1/27 0:00,2019/8/18 0:00,203,5,-13,223,5,-13,223,5,4,-64,1,0,0,0,50.75,47,43.2976616
1003,125377,2018/1/12 0:00,2019/8/2 0:00,567,61,-783,15881,72,-326,6176,36,34,-1414,7,0,0,0,9.45,5,19.74033519
1003,125378,2018/4/25 0:00,2018/9/9 0:00,137,5,-13,1883,6,-11,993,4,0,0,0,0,0,0,34.25,37.5,18.93904697
1003,125379,2018/1/12 0:00,2019/8/29 0:00,594,243,-12501,92757.57,390,-1340,51225.5,314,33,-3640,13,0,0,0,2.454545455,1,3.121506312
1003,125380,2018/1/12 0:00,2019/9/1 0:00,597,87,-1408,29887.4,120,-1011,25707.4,105,1,-23,1,0,0,0,6.941860465,3.5,9.825636439
1003,125381,2018/3/1 0:00,2018/3/24 0:00,23,2,-650,1024,2,-2,376,1,0,0,0,0,0,0,23,23,0
1003,125383,2018/1/12 0:00,2018/7/18 0:00,187,2,-71,699,2,-71,699,2,0,0,0,0,0,0,187,187,0
1003,125385,2018/1/12 0:00,2019/8/23 0:00,588,10,-64,1559.2,12,-60,1489,12,0,0,0,0,0,0,65.33333333,30,52.73834784
1003,125386,2018/3/1 0:00,2018/9/30 0:00,213,5,-336,1296,5,-35,486,4,0,0,0,0,0,0,53.25,20,69.03033753
1003,125387,2018/2/1 0:00,2019/8/3 0:00,548,13,-270,4528,17,-269,4148,16,0,0,0,0,0,0,45.66666667,22,50.86146762
1003,125388,2018/2/1 0:00,2019/3/9 0:00,401,15,-331,1519,16,-49,1237,15,0,0,0,0,0,0,28.64285714,29,20.94416776
1003,125389,2018/1/12 0:00,2019/9/2 0:00,598,309,-1597,100510,536,-1591,100150,534,30,-691,14,0,0,0,1.941558442,1,2.761603649
1003,125390,2018/1/12 0:00,2019/9/1 0:00,597,105,-6205,28172.52,126,-671,17964.02,104,38,-2708,6,0,0,0,5.740384615,3,7.056087378
1003,125392,2018/1/12 0:00,2019/8/31 0:00,596,256,-1729,73153.57,415,-1345,37540.5,316,20,-806,10,0,0,0,2.337254902,1,2.925879173
1003,125393,2018/3/24 0:00,2019/9/2 0:00,527,223,-1806,53878,387,-1040,33745,317,37,-3276,20,0,0,0,2.373873874,2,2.762333904
1003,125394,2018/2/1 0:00,2019/9/2 0:00,578,180,-4815,118851.94,262,-3254,103171.62,224,82,-3275,15,0,0,0,3.229050279,2,3.694786406
1003,125395,2018/4/16 0:00,2019/5/19 0:00,398,8,-51,653,8,-50,653,8,0,0,0,0,0,0,56.85714286,31,66.165223
1003,125396,2018/3/24 0:00,2018/3/24 0:00,0,1,-2969,2969,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125398,2018/2/1 0:00,2019/8/29 0:00,574,40,-155,8043,51,-137,7668,49,2,-45,2,0,0,0,14.71794872,4,32.93112371
1003,125399,2018/2/1 0:00,2019/7/28 0:00,542,35,-124,5142,42,-115,4222,39,3,-77,3,0,0,0,15.94117647,3.5,43.39893003
1003,125400,2018/1/12 0:00,2019/6/11 0:00,515,84,-8064,56506,120,-690,41629,92,138,-10510,6,0,0,0,6.204819277,3,11.28359406
1003,125404,2018/4/29 0:00,2018/4/29 0:00,0,1,-2,1200,1,0,0,0,0,0,0,0,0,0,\N,\N,\N
1003,125405,2018/1/12 0:00,2018/9/26 0:00,257,19,-482,1809.4,20,-90,1417.4,19,2,-50,2,0,0,0,14.27777778,6.5,23.75758488
1003,125406,2018/1/12 0:00,2019/8/31 0:00,596,107,-3668,24326.27,132,-384,13160.27,109,62,-3300,11,0,0,0,5.622641509,4,5.738734379
1003,125407,2018/1/12 0:00,2019/9/2 0:00,598,156,-3957,46511.51,209,-602,26710,163,21,-3896,12,0,0,0,3.858064516,2,4.419076987
1003,125408,2018/2/1 0:00,2019/1/6 0:00,339,41,-928,11098,53,-263,4475,32,24,-587,3,0,0,0,8.475,5,9.214085684
1003,125410,2018/1/12 0:00,2019/8/11 0:00,576,163,-5512,38844.01,228,-600,21895.01,199,6,-370,4,0,0,0,3.555555556,2,4.046031435
